,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.0,0.8,1.6,2.4,3.2,3.9,4.7,5.5,6.3,7.1,7.9,8.7,9.5,10.3,11.1,11.8,12.6,13.4,14.2,15.0
1,0.0,,,,1.4739657664525677e-14,1.861509412446202e-14,3.144712635810706e-31,-3.674031735089885e-17,-1.3275501336124333e-14,1.9594835920481914e-16,1.0100439728258893e-14,-1.0359058444173269e-15,7.054140931374148e-15,1.4011889798374753e-14,8.817676164218707e-15,2.446573634357605e-14,1.6457923753072065e-13,1.9805285078032085e-14,-7.750988566177848e-15,-6.76324349558234e-14,-1.0760664359230161e-13
2,0.8,,,0.022754796668086504,0.0450699897432365,0.06726859821246446,0.08078063312242544,0.09378451073133032,0.10678838871648387,0.11979226637120717,0.13279614402593093,0.14580002168058354,0.1588038993353709,0.17166093908325408,0.18448636843259714,0.19731179778091656,0.2085340484615185,0.22135947781187978,0.23418490716119902,0.24701033651052082,0.2598357658598471
3,1.6,,0.023876113339342194,0.04704684289707799,0.06924540978331775,0.09144401772457296,0.10591778864010515,0.11892166624901117,0.13192554432273068,0.1449294219774537,0.15793329963217764,0.17093717728681795,0.1839410549416174,0.19679977303146468,0.20962520238079424,0.22245063172899862,0.23367288240959957,0.2464983117600867,0.2593237411094071,0.27214917045872744,0.2849745998080544
4,2.4,,0.04584804747704066,0.07122226293716766,0.09342082982340591,0.1156194372366715,0.1310549441577846,0.14405882176669207,0.15706269992897703,0.17006657758370017,0.18307045523842327,0.19607433289307016,0.20907821054786382,0.22193860697966356,0.23476403632894055,0.24758946567708076,0.25881171635768274,0.27163714570829345,0.2844625750576136,0.29728800440693476,0.31011343375626144
5,3.2,,0.05424526342947067,0.0930626583581611,0.11759624986349428,0.13979485674878356,0.15619209967546432,0.16919597728437294,0.18219985553522325,0.19520373318994697,0.20820761084467046,0.22121148849929803,0.23421536615411037,0.2470774409278777,0.25990287027719683,0.27272829962516304,0.2839505503057629,0.2967759796564996,0.3096014090058217,0.32242683835514324,0.3352522677044688
6,3.9,,0.05424526342947067,0.11210621993118852,0.1374002060076565,0.16094834882186293,0.17818711075343388,0.19119098836234374,0.20419486669068934,0.2171987443454127,0.23020262200013575,0.24320649965476004,0.256210377309576,0.2690739206325659,0.2818993499818396,0.29472477932973484,0.30594703001033535,0.31877245936118115,0.33159788871050216,0.3444233180598247,0.3561050474081734
7,4.7,,0.05424526342947067,0.1305300272290142,0.1591647367883097,0.18445693101718835,0.20332426627111333,0.21632814388002466,0.22933202229693517,0.2423358999516594,0.25533977760638166,0.268343655261006,0.28134753291582276,0.2942127545807594,0.3070381839300279,0.31986361327781687,0.3310858639584183,0.3439112933093882,0.35587152225853996,0.36734195135384823,0.37881238044916243
8,5.5,,0.05424526342947067,0.1305300272290142,0.17565433182212334,0.2032262045455818,0.22726414967517725,0.2414652993977056,0.25446917790318274,0.2674730555579058,0.28047693321262857,0.29348081086723216,0.30648468852206906,0.3193515885289832,0.33217701787824827,0.34500244722589923,0.3556379971056893,0.3671084262042184,0.37760451026559844,0.3855698557890218,0.3935352013124465
9,6.3,,0.05424526342947067,0.1305300272290142,0.1898643170652862,0.21786656933180532,0.2419839434620373,0.25930114574859875,0.275410195598296,0.2913352638630028,0.3056140888188753,0.3186179664734687,0.3316218441283158,0.34449042247716744,0.35683827559619197,0.36732757915566083,0.374297256488656,0.38226260201207696,0.39022794753549883,0.39819329305892165,0.4061586385823478
10,7.1,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.23250651388728227,0.25662617455788667,0.27428722601342287,0.29044511434428977,0.3065541615104117,0.3226632086729919,0.33877225583557596,0.3547131025913781,0.36402032537865925,0.371985670902141,0.3799510164255623,0.3869206937585588,0.394886039281978,0.4028513848054025,0.4104056757577517,0.4175336682418133
11,7.9,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.24699242430687146,0.27126740797545223,0.28915661413269217,0.30535679268597204,0.32145553030103907,0.337554267912306,0.35365300552357354,0.3659906804069329,0.37611185983203643,0.38460910817204425,0.3925744536954634,0.39954413102846115,0.40712415304161603,0.4142521455256745,0.4213801380097404,0.42799973797208335
12,8.7,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.2609001144636704,0.2859049115941238,0.3040260022519645,0.320178115902618,0.33627685351787023,0.3523755911291384,0.36581555023190304,0.3760558757299869,0.38629620122806485,0.3964626443937457,0.40473362938599017,0.41097062280954744,0.4180986152936034,0.4247253548258971,0.43084874566968245,0.4369157889028068
13,9.5,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.30044156662922417,0.318892651465881,0.33499943911926805,0.35109817673470245,0.3656404200568739,0.37588074555495726,0.38612107105304017,0.39633531531192473,0.4065241612808861,0.4156568272026951,0.42145097167972406,0.4275754220423698,0.4336424652754912,0.4397095085086176,0.445776551741741
14,10.3,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.31426913008875607,0.33370392712215574,0.34981204331743104,0.3654569770747427,0.3757056153799284,0.3859304576342231,0.3961193036031933,0.4063081495721692,0.4164673409297515,0.4250604788192032,0.43036914164818546,0.43643618488130365,0.442503228114427,0.44857027134755323,0.4546373145806746
15,11.1,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.325550929464834,0.3484436509039736,0.3646055746500804,0.3755060682781941,0.38571444592550025,0.3959032918944703,0.4060720610992708,0.4161943561472392,0.4263166511951896,0.4339212416581382,0.43922990448712107,0.44529694772023753,0.4513639909533594,0.4574310341864855,0.463498077419609
16,11.8,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.325550929464834,0.36045180284415274,0.37395737703420456,0.3842282424229879,0.3944400606270722,0.404567912533568,0.41469020758152836,0.4248125026294984,0.43486018118998915,0.44167440914220396,0.44698307197118864,0.45305011520430477,0.45911715843743184,0.46514222687078133,0.470551715000017
17,12.6,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.325550929464834,0.3722576765897656,0.383911843684598,0.39414802329138127,0.404294927751046,0.41441722279900595,0.42453951784696536,0.4346618128949375,0.44429049334325077,0.4505351719811389,0.4558438348101207,0.4619108780432393,0.4677508520433302,0.4731375138789225,0.47852417571451655
18,13.4,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.325550929464834,0.3814335310027141,0.3937235490761137,0.4040019559718825,0.4141442380164829,0.4242665330644428,0.43438882811240276,0.44451112316036845,0.45331461886090874,0.45939593482007346,0.4647045976490545,0.4703366509222365,0.47572331275783114,0.48110997459342486,0.4864966364290184
19,14.2,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.325550929464834,0.3823089381233897,0.3981361981328467,0.41034770171514,0.42232161114475003,0.433939139899538,0.4442381383778406,0.45436043342580745,0.46218965442589205,0.46819349818856226,0.47292244980114484,0.4783091116367373,0.4836957734723341,0.4890824353079229,0.494469097143518
20,15.0,,0.05424526342947067,0.1305300272290142,0.19867365415221575,0.26641909605593944,0.325550929464834,0.3823089381233897,0.4021423954521635,0.4145176634963778,0.42655015432377086,0.4384964310075478,0.45043074685305046,0.4623650626985518,0.47079491957391556,0.47618158140950845,0.48089491051564826,0.48628157235123737,0.49166823418682964,0.49705489602242636,0.5024415578580197
